report_id,report_date,carat_weight,color_grade,clarity_grade,polish_grade,proportions_grade,symmetry_grade,cut_grade,fluorescence_grade,stone_origin,expert_id,evaluation_time_min,report_notes_length,report_sentiment,price,is_investment_grade,is_report_rejected,is_sold,days_on_market,sale_date
DR-00699,2024-06-01,0.44,4,3,2,1,2,2,1,3,4,60,6,1,3664.0,0,0,0,526,
DR-00700,2024-03-30,0.27,8,6,3,3,3,3,2,1,2,26,25,0,500.0,0,0,1,62,2024-05-31
DR-00701,2024-05-04,0.41,5,4,1,1,4,4,1,1,1,27,23,-1,1454.0,0,0,1,27,2024-05-31
DR-00702,2024-12-27,0.87,5,6,3,4,4,4,1,3,3,93,89,1,3002.0,0,0,0,317,
DR-00703,2023-06-12,1.69,3,3,1,3,1,3,1,1,3,79,41,0,33508.0,0,0,1,1,2023-06-13
DR-00704,2025-10-10,0.55,10,3,1,3,3,3,1,3,1,79,52,0,1583.0,0,0,0,30,
DR-00705,2025-08-13,1.37,3,5,1,1,3,3,1,3,1,66,79,0,16118.0,0,0,1,46,2025-09-28
DR-00706,2023-12-11,0.8,4,4,1,2,2,2,2,2,2,31,26,1,7938.0,0,0,1,56,2024-02-05
DR-00707,2025-09-30,0.66,6,5,2,1,2,2,3,1,3,79,80,1,3558.0,0,0,1,31,2025-10-31
DR-00708,2024-11-04,0.62,6,4,1,1,1,1,1,1,2,19,35,1,4732.0,0,0,1,39,2024-12-13
DR-00709,2023-04-23,0.92,4,7,2,1,1,2,2,3,2,86,89,0,4877.0,0,0,0,931,
DR-00710,2023-12-30,0.55,5,4,3,3,2,3,1,0,2,101,97,0,2992.0,0,0,1,73,2024-03-12
DR-00711,2023-06-05,0.55,1,3,1,3,2,3,1,1,5,53,97,0,6605.0,0,0,1,1,2023-06-06
DR-00712,2025-04-24,0.48,4,5,1,1,2,2,2,1,5,52,9,1,2956.0,0,0,1,66,2025-06-29
DR-00713,2024-10-22,0.56,4,3,1,3,2,3,3,1,2,34,48,0,4786.0,0,0,1,44,2024-12-05
DR-00714,2024-09-29,0.87,4,7,1,3,2,3,1,1,4,51,88,0,3397.0,0,0,1,40,2024-11-08
DR-00715,2023-06-01,0.42,3,3,3,2,2,3,1,1,5,23,22,0,3113.0,0,0,1,66,2023-08-06
DR-00716,2023-09-03,0.65,2,5,1,1,3,3,1,2,5,107,93,1,5156.0,0,0,1,63,2023-11-05
DR-00717,2025-11-16,0.9,2,2,2,2,1,2,1,0,4,90,40,0,18959.0,0,0,1,7,2025-11-23
DR-00718,2024-02-18,0.53,9,7,1,2,2,2,4,1,5,30,44,1,930.0,0,0,0,630,
DR-00719,2023-10-29,1.56,4,4,2,2,3,3,3,3,3,53,78,0,21075.0,0,0,1,64,2024-01-01
DR-00720,2023-03-04,0.85,8,1,2,1,2,2,2,3,5,71,44,0,8679.0,0,0,0,981,
DR-00721,2025-11-04,0.7,4,4,1,3,3,3,1,3,2,106,53,0,5344.0,0,0,1,94,2026-02-06
DR-00722,2025-05-16,0.59,2,2,3,3,3,3,1,1,4,117,7,0,7319.0,0,0,1,19,2025-06-04
DR-00723,2024-08-02,1.16,1,6,3,3,1,3,2,3,2,83,9,0,10307.0,0,0,0,464,
DR-00724,2024-11-09,1.6,4,9,1,2,2,2,1,3,3,71,10,0,5774.0,0,0,1,82,2025-01-30
DR-00725,2024-06-22,1.87,4,4,4,1,4,4,1,0,4,66,20,0,23327.0,0,0,1,76,2024-09-06
DR-00726,2024-11-04,0.98,1,4,3,2,2,3,1,1,2,43,7,0,14011.0,0,0,1,85,2025-01-28
DR-00727,2025-07-31,1.22,4,3,3,3,1,3,1,3,1,78,36,0,16611.0,0,0,1,27,2025-08-27
DR-00728,2023-02-24,0.62,4,6,3,2,4,4,2,0,3,96,8,0,1900.0,0,0,1,69,2023-05-04
DR-00729,2023-11-08,0.84,1,2,1,2,1,2,2,1,4,22,83,1,17478.0,0,0,1,2,2023-11-10
DR-00730,2025-09-09,0.47,2,4,3,3,4,4,1,1,5,72,84,0,2763.0,0,0,1,68,2025-11-16
DR-00731,2025-02-11,0.41,8,6,3,2,1,3,4,3,3,107,54,0,676.0,0,0,1,106,2025-05-28
DR-00732,2025-11-15,0.68,3,4,2,2,4,4,4,1,4,66,59,0,4762.0,0,0,1,61,2026-01-15
DR-00733,2023-11-28,1.43,7,9,1,1,4,4,1,1,1,90,58,0,2187.0,0,0,1,124,2024-03-31
DR-00734,2025-09-02,1.72,7,4,1,2,2,2,2,1,3,28,91,0,19798.0,0,0,1,33,2025-10-05
DR-00735,2024-04-16,0.94,4,5,3,1,2,3,2,1,4,40,80,0,7875.0,0,0,1,30,2024-05-16
DR-00736,2024-11-27,0.61,4,5,2,3,1,3,1,1,1,48,98,0,3707.0,0,0,0,347,
DR-00737,2025-04-20,0.65,4,3,1,3,3,3,4,3,3,43,97,0,5892.0,0,0,1,78,2025-07-07
DR-00738,2024-07-14,0.95,5,3,3,3,2,3,2,1,2,76,74,-1,9744.0,0,0,1,84,2024-10-06
DR-00739,2024-07-08,0.6,4,5,3,3,2,3,3,1,1,52,74,0,3517.0,0,0,1,63,2024-09-09
DR-00740,2025-06-09,0.52,7,5,3,1,2,3,3,1,2,82,91,1,1768.0,0,0,1,117,2025-10-04
DR-00741,2025-11-13,0.28,3,4,3,1,1,3,2,1,1,47,61,0,1265.0,0,0,1,40,2025-12-23
DR-00742,2024-10-27,0.85,1,7,1,2,2,2,3,1,4,16,64,1,5665.0,0,0,1,65,2024-12-31
DR-00743,2025-06-26,0.43,4,5,4,1,1,4,3,1,1,51,21,0,1575.0,0,0,0,136,
DR-00744,2024-03-11,0.61,5,5,2,1,2,2,1,3,2,55,56,0,3578.0,0,0,1,49,2024-04-29
DR-00745,2024-02-08,1.0,3,5,2,2,4,4,2,1,3,80,56,1,8027.0,0,0,1,79,2024-04-27
DR-00746,2023-09-28,0.52,3,4,2,2,4,4,1,1,1,17,97,0,3079.0,0,0,0,773,
DR-00747,2023-11-26,0.41,9,10,1,3,1,3,3,0,3,85,78,0,500.0,0,0,1,89,2024-02-23
DR-00748,2025-05-28,0.63,2,5,4,1,1,4,2,1,1,87,30,0,4033.0,0,0,0,165,
DR-00749,2024-09-01,0.66,1,3,2,2,1,2,2,1,5,105,7,-1,10654.0,0,0,1,28,2024-09-29
DR-00750,2024-10-04,0.4,7,3,1,4,2,4,1,1,1,96,85,-1,1374.0,0,0,0,401,
DR-00751,2023-04-15,0.65,3,1,1,3,2,3,2,1,2,62,78,0,9469.0,0,0,0,939,
DR-00752,2024-06-30,0.85,6,5,2,2,3,3,1,1,4,27,18,0,4395.0,0,0,0,497,
DR-00753,2024-05-10,0.58,3,2,2,1,1,2,1,1,4,66,11,1,7452.0,0,0,1,1,2024-05-11
DR-00754,2025-08-15,0.56,4,5,1,3,1,3,4,3,5,103,59,-1,3043.0,0,0,1,52,2025-10-06
DR-00755,2025-04-29,1.17,4,4,3,4,1,4,1,2,3,29,46,-1,10329.0,0,0,1,32,2025-05-31
DR-00756,2025-10-04,0.52,5,3,1,3,2,3,4,1,3,82,84,0,3303.0,0,0,0,36,
DR-00757,2025-06-19,0.56,5,4,3,1,4,4,1,1,1,52,94,0,2645.0,0,0,1,118,2025-10-15
DR-00758,2025-05-23,0.7,4,10,4,1,4,4,2,1,3,30,88,0,500.0,0,0,1,59,2025-07-21
DR-00759,2024-11-21,0.58,7,5,2,2,2,2,1,1,2,34,70,1,2576.0,0,0,1,99,2025-02-28
DR-00760,2025-08-25,0.62,6,8,2,1,3,3,2,1,4,115,96,-1,1079.0,0,0,1,151,2026-01-23
DR-00761,2025-12-18,0.68,4,5,3,1,1,3,2,3,4,22,71,1,4266.0,0,0,1,113,2026-04-10
DR-00762,2024-08-14,0.68,6,2,1,3,2,3,4,1,1,18,60,1,4941.0,0,0,1,74,2024-10-27
DR-00763,2024-12-21,0.9,3,3,1,1,3,3,1,1,3,107,66,-1,12196.0,0,0,1,71,2025-03-02
DR-00764,2025-12-04,1.01,2,5,1,2,2,2,2,1,3,81,15,1,13522.0,1,0,1,40,2026-01-13
DR-00765,2023-03-10,0.48,4,6,1,3,2,3,2,0,4,88,33,0,1625.0,0,0,1,58,2023-05-07
DR-00766,2024-10-31,1.26,6,10,3,4,2,4,2,3,1,51,10,0,957.0,0,0,1,152,2025-04-01
DR-00767,2023-05-31,0.4,4,2,4,2,4,4,2,1,4,28,35,0,2443.0,0,0,0,893,
DR-00768,2025-09-29,0.75,7,6,2,2,1,2,3,1,4,109,24,0,2633.0,0,0,1,104,2026-01-11
DR-00769,2025-03-15,0.79,2,5,3,1,1,3,2,3,3,21,77,0,7158.0,0,0,0,239,
DR-00770,2024-03-12,0.57,5,3,4,1,4,4,4,3,2,105,70,0,3158.0,0,0,1,44,2024-04-25
DR-00771,2024-07-28,0.63,10,5,1,2,2,2,1,1,5,116,60,1,1719.0,0,0,0,469,
DR-00772,2024-10-03,0.43,3,5,2,3,1,3,1,2,2,64,5,0,2212.0,0,0,0,402,
DR-00773,2024-09-09,0.54,8,2,2,1,2,2,3,1,1,40,86,0,3347.0,0,0,1,80,2024-11-28
DR-00774,2024-11-27,1.01,4,6,2,3,2,3,2,1,2,97,57,1,5813.0,0,0,1,62,2025-01-28
DR-00775,2024-05-17,0.39,1,6,2,3,3,3,2,0,4,103,26,1,1633.0,0,0,0,541,
DR-00776,2025-05-14,0.65,2,6,2,2,2,2,1,3,1,101,83,0,4016.0,0,0,1,58,2025-07-11
DR-00777,2025-08-13,1.07,6,5,2,1,2,2,1,1,4,24,7,0,8405.0,0,0,1,9,2025-08-22
DR-00778,2025-01-04,0.46,4,3,2,2,1,2,1,1,4,74,7,1,4101.0,0,0,1,13,2025-01-17
DR-00779,2024-11-25,0.71,7,4,2,3,3,3,3,1,1,78,97,1,3664.0,0,0,0,349,
DR-00780,2024-11-07,0.3,6,4,3,3,2,3,1,0,5,40,66,0,908.0,0,0,1,53,2024-12-30
DR-00781,2025-12-17,0.78,5,5,2,2,1,2,1,3,1,42,33,1,5792.0,0,0,1,100,2026-03-27
DR-00782,2025-04-10,0.56,3,2,1,3,4,4,2,0,4,62,16,1,4991.0,0,0,0,213,
DR-00783,2024-01-21,0.8,3,6,2,2,2,2,3,1,5,97,55,0,5291.0,0,0,1,1,2024-01-22
DR-00784,2025-01-17,0.6,2,8,3,3,2,3,2,3,2,80,53,0,1853.0,0,0,1,83,2025-04-10
DR-00785,2023-07-04,0.95,4,3,2,2,2,2,2,1,5,91,18,0,13759.0,0,0,0,859,
DR-00786,2024-11-09,1.0,7,5,1,2,2,2,1,1,4,41,95,0,6277.0,0,0,1,55,2025-01-03
DR-00787,2024-12-23,0.92,4,8,2,1,4,4,2,1,3,27,84,0,2400.0,0,0,0,321,
DR-00788,2024-05-31,0.49,5,5,2,2,2,2,3,1,5,44,73,1,2677.0,0,0,1,72,2024-08-11
DR-00789,2025-11-24,0.72,6,3,2,3,2,3,3,1,1,32,93,0,4890.0,0,0,0,1,
DR-00790,2025-12-05,0.97,4,6,1,3,1,3,4,1,3,54,10,0,5121.0,0,0,1,36,2026-01-10
DR-00791,2023-07-21,0.92,2,10,2,2,1,2,4,0,4,51,58,1,1452.0,0,0,1,95,2023-10-24
DR-00792,2024-11-09,0.35,5,4,2,2,4,4,4,1,2,23,73,0,1170.0,0,0,1,18,2024-11-27
DR-00793,2024-05-13,0.51,5,7,1,2,2,2,1,3,1,78,90,0,1505.0,0,0,0,545,
DR-00794,2024-03-06,0.64,1,1,3,2,3,3,2,1,2,38,92,-1,11280.0,0,0,0,613,
DR-00795,2023-04-01,0.55,8,5,4,2,2,4,3,1,1,60,32,-1,1397.0,0,0,0,953,
DR-00796,2025-01-31,1.42,5,4,1,1,1,1,1,1,5,89,38,1,24039.0,0,0,1,32,2025-03-04
DR-00797,2025-08-20,0.81,4,1,4,2,4,4,1,0,5,52,53,0,9253.0,0,0,0,81,
DR-00798,2024-02-09,0.58,5,5,1,2,1,2,2,1,2,62,14,0,3528.0,0,0,1,13,2024-02-22
DR-00799,2025-03-12,1.17,3,8,3,3,3,3,1,1,3,15,54,1,4770.0,0,0,0,242,
DR-00800,2024-02-28,0.49,4,7,1,1,2,2,2,3,1,98,48,0,1542.0,0,0,0,620,
DR-00801,2023-11-30,0.38,2,4,2,4,2,4,1,1,3,68,32,1,2049.0,0,0,1,69,2024-02-07
DR-00802,2023-06-17,0.56,6,4,1,2,2,2,2,1,1,72,63,1,3201.0,0,0,1,31,2023-07-18
DR-00803,2023-10-15,0.69,1,9,2,4,2,4,1,0,4,107,55,0,1320.0,0,0,0,756,
DR-00804,2025-01-29,0.2,7,8,2,2,2,2,1,1,1,57,92,1,500.0,0,0,1,75,2025-04-14
DR-00805,2025-06-15,0.87,3,7,1,3,2,3,1,1,4,74,84,0,3908.0,0,0,1,68,2025-08-22
DR-00806,2024-11-05,0.67,1,3,4,1,2,4,2,1,5,32,56,0,6943.0,0,1,1,51,2024-12-26
DR-00807,2023-06-25,1.62,10,5,3,3,3,3,2,1,1,94,97,1,6487.0,0,0,1,88,2023-09-21
DR-00808,2025-01-30,1.08,4,6,2,2,3,3,2,1,4,42,97,0,6392.0,0,0,1,58,2025-03-29
DR-00809,2025-07-16,0.79,8,3,1,1,2,2,3,1,2,20,10,1,5722.0,0,0,1,48,2025-09-02
DR-00810,2024-12-24,0.59,3,1,2,1,4,4,3,1,5,75,56,0,6348.0,0,0,1,67,2025-03-01
DR-00811,2024-09-14,0.65,3,5,3,1,1,3,1,1,1,16,55,0,4569.0,0,0,1,24,2024-10-08
DR-00812,2025-10-27,0.37,5,5,3,1,2,3,1,3,3,103,27,-1,1320.0,0,0,1,96,2026-01-31
DR-00813,2023-12-11,0.58,3,5,2,1,3,3,1,1,3,22,15,0,3844.0,0,0,1,83,2024-03-03
DR-00814,2023-08-22,0.81,5,3,2,1,1,2,1,1,2,53,87,1,8469.0,0,0,0,810,
DR-00815,2025-02-02,0.34,4,5,2,2,2,2,2,1,3,82,10,0,1619.0,0,0,1,105,2025-05-18
DR-00816,2024-01-25,0.42,3,4,4,1,2,4,1,1,3,52,82,0,2167.0,0,0,1,75,2024-04-09
DR-00817,2023-11-16,0.58,5,7,1,3,1,3,1,1,3,26,22,0,1510.0,0,0,1,62,2024-01-17
DR-00818,2023-04-13,0.32,4,5,3,3,1,3,1,1,1,86,85,1,1252.0,0,0,1,16,2023-04-29
DR-00819,2025-06-06,0.98,10,4,2,1,2,2,4,0,5,52,29,0,4076.0,0,0,1,137,2025-10-21
DR-00820,2025-08-08,0.39,2,8,3,2,2,3,1,1,3,23,32,0,828.0,0,0,0,93,
DR-00821,2024-09-26,1.16,4,4,1,4,1,4,2,3,5,104,24,0,10405.0,0,1,1,49,2024-11-14
DR-00822,2025-11-10,1.13,4,1,4,1,2,4,2,1,2,105,21,1,16389.0,0,0,0,1,
DR-00823,2023-09-11,1.06,3,3,4,2,3,4,2,1,5,27,82,0,13038.0,0,0,0,790,
DR-00824,2025-01-31,0.74,7,4,2,2,2,2,1,0,4,90,74,0,4447.0,0,0,1,72,2025-04-13
DR-00825,2025-10-10,0.52,3,4,3,1,4,4,1,3,3,81,85,0,2926.0,0,0,1,65,2025-12-14
DR-00826,2025-09-16,0.59,2,9,1,2,1,2,1,3,3,74,94,0,1359.0,0,0,1,75,2025-11-30
DR-00827,2024-09-29,0.87,5,3,3,1,2,3,1,1,1,76,28,0,7993.0,0,0,0,406,
DR-00828,2025-01-03,0.6,3,6,1,2,1,2,1,1,4,110,79,-1,3242.0,0,0,0,310,
DR-00829,2025-04-10,1.44,1,4,3,4,2,4,2,1,3,56,65,0,20746.0,0,0,1,100,2025-07-19
DR-00830,2025-04-08,0.78,2,2,2,2,4,4,1,1,1,68,98,0,9587.0,0,0,1,118,2025-08-04
DR-00831,2023-05-19,1.53,6,5,3,2,2,3,1,0,4,38,16,0,12713.0,0,0,1,154,2023-10-20
DR-00832,2023-08-27,0.9,5,6,3,4,2,4,1,2,2,51,67,0,3351.0,0,0,1,9,2023-09-05
DR-00833,2025-05-15,1.12,9,6,3,1,1,3,1,1,3,97,53,0,3508.0,0,0,1,61,2025-07-15
DR-00834,2023-07-12,0.84,6,3,4,1,1,4,1,1,2,51,45,1,5188.0,0,0,1,85,2023-10-05
DR-00835,2025-09-06,0.75,9,4,2,1,3,3,4,1,3,38,66,0,2967.0,0,0,1,95,2025-12-10
DR-00836,2023-07-15,0.51,5,3,3,2,2,3,2,1,1,86,25,1,3272.0,0,0,0,848,
DR-00837,2025-06-29,0.63,5,4,2,1,2,2,2,0,1,43,77,-1,4798.0,0,0,1,105,2025-10-12
DR-00838,2025-09-20,0.45,5,5,1,2,3,3,1,3,4,73,7,0,1898.0,0,0,1,101,2025-12-30
DR-00839,2024-03-14,0.63,2,2,1,2,1,2,2,2,1,44,81,0,9858.0,0,0,1,81,2024-06-03
DR-00840,2023-12-05,0.64,3,9,2,1,2,2,1,1,2,41,16,1,1426.0,0,0,0,705,
DR-00841,2025-02-03,0.82,3,5,2,1,3,3,1,3,3,106,54,0,7101.0,0,0,0,279,
DR-00842,2024-06-20,0.9,2,5,2,1,1,2,4,1,5,51,35,0,10324.0,0,1,1,69,2024-08-28
DR-00843,2025-05-30,0.63,3,5,3,2,1,3,1,1,4,26,15,1,4213.0,0,0,0,163,
DR-00844,2025-03-09,1.52,4,3,3,1,4,4,2,1,1,36,17,0,20535.0,0,0,0,245,
DR-00845,2025-02-16,0.49,5,9,2,2,2,2,3,1,4,94,53,0,695.0,0,0,1,94,2025-05-21
DR-00846,2025-02-24,1.36,4,1,1,1,2,2,1,1,5,119,84,1,35366.0,1,0,1,52,2025-04-17
DR-00847,2024-11-26,1.02,5,8,1,3,3,3,3,1,2,60,92,1,2991.0,0,0,1,27,2024-12-23
DR-00848,2025-11-16,1.24,3,3,1,3,3,3,2,1,2,15,47,0,20718.0,0,0,1,58,2026-01-13
DR-00849,2023-07-15,1.52,4,5,4,1,1,4,2,1,3,106,98,1,13783.0,0,0,1,93,2023-10-16
DR-00850,2024-05-19,0.79,3,3,1,2,1,2,2,1,5,67,69,1,11461.0,0,1,1,44,2024-07-02
DR-00851,2023-09-09,0.72,4,4,1,1,2,2,2,1,4,115,65,0,6583.0,0,0,1,86,2023-12-04
DR-00852,2023-06-01,1.54,7,10,4,3,3,4,1,1,5,34,17,0,1243.0,0,0,1,98,2023-09-07
DR-00853,2024-03-18,0.52,8,3,2,1,1,2,2,1,2,54,49,1,2775.0,0,0,0,601,
DR-00854,2023-05-31,0.67,5,9,2,2,2,2,1,1,3,101,72,1,1127.0,0,0,1,1,2023-06-01
DR-00855,2025-12-09,1.14,2,8,1,2,4,4,1,3,4,108,78,0,4224.0,0,0,0,1,
DR-00856,2023-12-03,1.1,5,4,1,2,2,2,3,1,4,79,30,0,12771.0,0,0,1,113,2024-03-25
DR-00857,2024-06-07,0.39,2,3,2,1,3,3,1,1,1,41,22,0,3256.0,0,0,1,13,2024-06-20
DR-00858,2023-10-11,0.39,5,4,2,1,1,2,3,3,3,34,27,0,2103.0,0,0,1,29,2023-11-09
DR-00859,2024-06-10,0.78,2,4,1,4,3,4,1,1,5,52,80,-1,7024.0,0,1,0,517,
DR-00860,2023-05-12,1.2,7,5,2,3,1,3,1,1,4,115,61,-1,7128.0,0,0,0,912,
DR-00861,2025-12-13,0.65,3,4,1,2,2,2,2,1,4,79,78,-1,6559.0,0,0,1,46,2026-01-28
DR-00862,2025-12-27,0.93,7,4,1,2,1,2,2,1,5,84,61,0,6923.0,0,0,1,103,2026-04-09
DR-00863,2024-11-22,0.6,3,2,1,2,1,2,1,3,5,90,41,0,8178.0,0,0,1,6,2024-11-28
DR-00864,2025-01-14,0.54,4,9,2,1,2,2,4,1,2,53,99,1,931.0,0,0,1,58,2025-03-13
DR-00865,2024-08-21,0.74,3,5,4,1,1,4,2,1,2,107,70,0,4507.0,0,0,1,87,2024-11-16
DR-00866,2023-10-30,0.3,5,5,2,3,2,3,3,1,5,100,43,0,911.0,0,0,1,113,2024-02-20
DR-00867,2024-05-20,0.44,5,3,2,1,2,2,1,2,3,21,32,0,2995.0,0,0,1,14,2024-06-03
DR-00868,2023-07-26,0.46,4,4,3,1,2,3,4,3,5,68,8,-1,2777.0,0,1,1,99,2023-11-02
DR-00869,2025-03-05,0.51,2,4,2,1,3,3,3,1,5,112,32,1,4292.0,0,0,1,49,2025-04-23
DR-00870,2024-09-03,0.47,4,5,1,2,1,2,2,1,2,98,80,-1,2794.0,0,0,0,432,
DR-00871,2024-12-23,0.98,8,9,1,1,1,1,1,1,1,64,99,0,1840.0,0,0,1,173,2025-06-14
DR-00872,2024-06-11,0.76,3,4,1,3,2,3,1,2,5,55,99,0,7425.0,0,0,1,53,2024-08-03
DR-00873,2025-12-06,0.44,7,6,2,1,2,2,4,1,4,86,68,0,1096.0,0,0,1,45,2026-01-20
DR-00874,2023-08-13,1.01,2,4,2,2,1,2,3,1,1,119,56,1,16243.0,1,0,1,80,2023-11-01
DR-00875,2024-11-18,0.55,3,5,2,2,3,3,1,1,3,26,40,0,3432.0,0,0,1,76,2025-02-02
DR-00876,2023-01-25,0.62,3,4,1,4,1,4,2,1,2,65,7,1,4009.0,0,0,1,56,2023-03-22
DR-00877,2025-06-18,0.51,6,2,2,3,1,3,1,3,2,68,24,0,3283.0,0,0,0,144,
DR-00878,2025-10-09,0.89,5,9,2,2,2,2,1,1,2,22,60,0,1962.0,0,0,0,31,
DR-00879,2023-11-18,0.58,8,3,2,2,1,2,1,1,3,35,59,0,3248.0,0,0,1,70,2024-01-27
DR-00880,2023-05-29,0.59,6,1,3,2,2,3,4,1,5,108,95,1,4776.0,0,1,0,895,
DR-00881,2024-12-17,0.38,1,4,3,1,2,3,1,1,5,100,52,1,2673.0,0,0,1,51,2025-02-06
DR-00882,2023-08-13,0.84,9,1,3,2,2,3,4,2,2,41,97,0,6543.0,0,0,1,29,2023-09-11
DR-00883,2023-12-13,0.42,7,2,3,3,1,3,1,3,1,48,99,0,1961.0,0,0,1,88,2024-03-10
DR-00884,2023-08-29,0.55,6,5,2,1,2,2,2,1,5,110,97,0,2622.0,0,0,0,803,
DR-00885,2023-05-27,0.94,1,6,2,3,1,3,2,1,4,108,71,1,7556.0,0,0,1,59,2023-07-25
DR-00886,2025-08-22,0.63,3,4,2,1,2,2,3,1,3,83,25,0,6168.0,0,0,1,71,2025-11-01
DR-00887,2024-07-07,0.67,5,5,2,2,1,2,1,0,1,119,23,1,4158.0,0,0,1,69,2024-09-14
DR-00888,2024-12-23,0.52,9,6,1,3,2,3,3,3,5,50,11,1,884.0,0,1,1,108,2025-04-10
DR-00889,2023-12-18,1.35,4,3,2,3,1,3,3,1,2,86,72,1,19794.0,0,0,0,692,
DR-00890,2025-06-11,0.51,8,5,4,1,2,4,3,1,3,95,46,0,1210.0,0,0,0,151,
DR-00891,2025-05-07,0.79,3,2,3,3,2,3,4,1,2,34,37,1,10763.0,0,0,0,186,
DR-00892,2025-04-27,0.49,4,5,1,4,1,4,1,1,5,97,84,0,2028.0,0,1,0,196,
DR-00893,2024-08-14,0.73,3,3,3,2,2,3,1,1,4,89,61,0,7844.0,0,0,1,47,2024-09-30
DR-00894,2024-05-22,0.72,2,5,1,3,1,3,1,3,1,39,39,0,6339.0,0,0,1,49,2024-07-10
DR-00895,2023-10-17,0.92,2,3,2,2,1,2,2,3,3,44,58,0,16452.0,0,0,1,64,2023-12-20
DR-00896,2023-01-21,1.23,3,5,1,2,2,2,3,1,4,83,76,0,17047.0,1,0,1,49,2023-03-11
DR-00897,2025-02-25,0.47,5,3,3,3,4,4,3,1,3,25,60,-1,2303.0,0,0,0,257,
DR-00898,2023-04-19,0.85,5,4,2,4,3,4,2,1,1,83,48,-1,5468.0,0,0,1,74,2023-07-02
DR-00899,2025-09-12,0.96,5,4,2,2,2,2,2,1,2,65,95,1,9623.0,0,0,1,33,2025-10-15
DR-00900,2024-04-04,1.73,4,9,1,2,1,2,1,1,2,83,22,0,7030.0,0,0,0,584,
DR-00901,2025-12-17,0.58,4,6,1,2,1,2,1,1,2,57,63,0,2648.0,0,0,1,49,2026-02-04
DR-00902,2024-12-14,0.46,3,2,3,2,3,3,4,1,3,65,50,0,4145.0,0,0,1,50,2025-02-02
DR-00903,2023-04-17,0.51,1,5,1,3,2,3,2,1,1,94,92,0,3902.0,0,0,1,53,2023-06-09
DR-00904,2023-04-28,0.49,3,3,2,4,2,4,1,1,4,115,67,1,3319.0,0,0,1,16,2023-05-14
DR-00905,2024-02-08,0.46,6,3,3,2,4,4,1,3,1,27,42,0,1887.0,0,0,1,131,2024-06-18
DR-00906,2025-04-19,0.63,3,4,2,2,2,2,3,1,3,96,57,1,6420.0,0,0,1,31,2025-05-20
DR-00907,2025-03-21,0.56,6,5,2,4,4,4,1,3,1,79,74,0,1745.0,0,0,1,66,2025-05-26
DR-00908,2024-01-26,0.64,2,4,1,1,4,4,2,1,4,103,94,0,4872.0,0,0,1,75,2024-04-10
DR-00909,2023-04-15,0.53,8,6,2,2,2,2,3,3,2,97,92,1,1266.0,0,0,0,939,
DR-00910,2025-06-21,0.71,4,5,2,1,1,2,1,1,2,34,59,1,5357.0,0,0,1,45,2025-08-05
DR-00911,2024-01-27,0.37,3,5,4,1,1,4,1,1,1,98,63,-1,1368.0,0,0,1,41,2024-03-08
DR-00912,2025-06-06,1.0,4,4,1,1,3,3,3,1,4,111,16,0,9655.0,0,0,0,156,
DR-00913,2025-04-23,0.74,3,4,3,1,1,3,1,1,1,102,92,1,6571.0,0,0,0,200,
DR-00914,2024-10-12,0.93,3,7,2,1,1,2,3,3,4,53,33,0,5185.0,0,0,1,34,2024-11-15
DR-00915,2024-08-21,0.54,3,4,2,3,3,3,1,3,5,86,64,1,4125.0,0,0,1,25,2024-09-15
DR-00916,2023-04-17,0.86,6,2,2,1,2,2,2,1,4,83,40,0,9640.0,0,0,1,67,2023-06-23
DR-00917,2025-09-24,0.91,10,8,2,2,3,3,1,1,2,108,83,1,1044.0,0,0,1,115,2026-01-17
DR-00918,2023-11-03,1.48,2,8,1,2,2,2,3,2,3,96,57,0,10334.0,0,0,1,94,2024-02-05
DR-00919,2025-03-24,0.48,1,3,2,1,2,2,4,0,1,17,26,0,6241.0,0,0,1,21,2025-04-14
DR-00920,2025-12-13,0.65,5,3,3,1,2,3,2,1,4,76,77,1,4879.0,0,0,0,1,
DR-00921,2023-09-23,1.01,5,5,2,2,1,2,1,1,5,55,46,0,8617.0,0,0,1,54,2023-11-16
DR-00922,2023-05-06,1.14,4,3,2,1,1,2,4,1,3,51,96,0,18773.0,1,0,1,49,2023-06-24
DR-00923,2025-01-01,1.79,4,2,1,2,1,2,2,2,2,91,23,0,46617.0,1,0,1,64,2025-03-06
DR-00924,2025-10-12,0.7,1,10,3,2,2,3,2,1,3,42,96,1,893.0,0,0,1,95,2026-01-15
DR-00925,2024-07-01,0.49,1,3,2,1,3,3,4,1,2,67,56,0,5188.0,0,0,1,42,2024-08-12
DR-00926,2025-06-25,0.59,3,7,1,1,3,3,2,2,1,45,66,0,2062.0,0,0,0,137,
DR-00927,2024-03-02,0.37,8,8,4,4,2,4,4,1,4,114,73,1,500.0,0,0,1,160,2024-08-09
DR-00928,2023-06-25,0.68,4,5,2,3,3,3,3,1,2,110,95,1,4217.0,0,0,1,90,2023-09-23
DR-00929,2025-01-15,0.92,1,8,1,2,3,3,3,1,4,82,64,0,4267.0,0,0,0,298,
DR-00930,2023-01-09,0.97,6,3,2,1,2,2,1,1,4,117,55,0,9547.0,0,0,0,1035,
DR-00931,2024-05-07,1.04,8,9,1,3,3,3,2,1,5,114,66,0,1436.0,0,1,1,89,2024-08-04
